DATE,MONTH,TYPE OF INCIDENT/ACTIVITY,TIME,TYPE OF EMR,"LOCATION (specify, nearest landmark or intersection)
(sample format): UN Ave. near Taft Intersection",INVOLVED,RECEIVING HOSPITAL,LATITUDE,LONGTITUDE,LATITUDE,LONGTITUDE,NO. OF OUTDATED ROAD TRAFFIC CONTROL DEVICES,
"February 26, 2023",February 2023,Emergency Medical Response (EMR),3:44:00 am,Vehicular / Road Accident,Singalong cor Estrada St. Malate Manila,Motorcycle vs SUV,Ospital ng Maynila (OSMA)," 14°33'56.03""N","120°59'49.05""E",14.565564,120.996958,4,
"February 27, 2023",February 2023,Emergency Medical Response (EMR),2:34:00 am,Vehicular / Road Accident,"Dandan corner Franco Tondo, Manila",Truck vs Pedestrian Struck,Metropolitan Hospital," 14°36'58.21""N","120°58'7.47""E",14.616169,120.968742,0,
"February 27, 2023",February 2023,Emergency Medical Response (EMR),7:37:00 am,Vehicular / Road Accident,Quirino Extension Roxas,PUV vs Pedestrian,Manila Medical Center," 14°33'51.22""N","120°59'5.76""E",14.564228,120.984933,3,
"February 27, 2023",February 2023,Emergency Medical Response (EMR),7:43:00 pm,Vehicular / Road Accident,Leon Guinto infront of Mercury Drugs,Motorcycle (Loss of Control),Ospital ng Maynila (OSMA)," 14°34'15.57""N","120°59'31.32""E",14.570992,120.992033,4,
"February 28, 2023",February 2023,Emergency Medical Response (EMR),11:45:00 pm,Vehicular / Road Accident,"Rizal Avenue corner Bambang St.
",Others,Ospital ng Maynila (OSMA)," 14°36'39.69""N","120°58'56.58""E",14.611025,120.982383,0,
"March 1, 2023",March 2023,Emergency Medical Response (EMR),7:05:00 pm,Vehicular / Road Accident,Concepcion Aguila St & 2nd St,Motorcycle (Loss of Control),Ospital ng Sampaloc (OSAM),"14°35'55.17""N","120°59'39.83""E",14.598658,120.994397,0,
"March 2, 2023",March 2023,Emergency Medical Response (EMR),12:40:00 pm,Vehicular / Road Accident,"Road 10 Lakandula, Tondo, Manila",Motorcycle (Loss of Control),Gat. Andres Bonifacio Hospital,"14°36'16.87""N","120°57'41.54""E",14.604686,120.961539,0,
"March 2, 2023",March 2023,Emergency Medical Response (EMR),10:26:00 pm,Vehicular / Road Accident,Abad Santos corner Padre Algue  St.,Motorcycle vs Ebike/Bike,Refused to transport,"14°36'29.69""N","120°58'31.83""E",14.608247,120.975508,4,
"March 2, 2023",March 2023,Emergency Medical Response (EMR),10:26:00 pm,Vehicular / Road Accident,Abad Santos corner Padre Algue ,Motorcycle vs Ebike/Bike,Refused to transport,"14°36'29.69""N","120°58'31.83""E",14.608247,120.975508,4,
"March 3, 2023",March 2023,Emergency Medical Response (EMR),1:51:00 pm,Vehicular / Road Accident,"Smokey Mountain, Road 10 Northbound ",Motorcycle vs Tricycle,Refused to transport,"14°37'56.07""N","120°57'31.12""E",14.632242,120.958644,0,
"March 3, 2023",March 2023,Emergency Medical Response (EMR),2:00:00 pm,Vehicular / Road Accident,"Smokey Mountain, Road 10",Motorcycle vs Tricycle,Chinese General Hospital,"14°37'57.11""N","120°57'34.79""E",14.632531,120.959664,0,
"March 3, 2023",March 2023,Emergency Medical Response (EMR),3:59:00 pm,Vehicular / Road Accident,"Smokey Mountain, Road 10",Motorcycle vs Tricycle,Refused to transport,,,,,0,
"March 3, 2023",March 2023,Emergency Medical Response (EMR),3:59:00 pm,Vehicular / Road Accident,"Smokey Mountain, Road 10",Motorcycle vs Tricycle,Refused to transport,,,,,0,
"March 3, 2023",March 2023,Emergency Medical Response (EMR),6:29:00 pm,Vehicular / Road Accident,"Road 10 corner Pacheco St., Tondo, Manila",Motorcycle vs Truck,Gat. Andres Bonifacio Hospital,"14°36'52.21""N","120°57'37.19""E",14.614503,120.960331,2,
"March 4, 2023",March 2023,Emergency Medical Response (EMR),1:44:00 am,Vehicular / Road Accident,"Apacible St., corner San Marcelino",Motorcycle vs Motorcycle,Refused to transport,"14°34'47.31""N","120°59'20.15""E",14.579808,120.988931,0,
"March 4, 2023",March 2023,Emergency Medical Response (EMR),2:10:00 am,Vehicular / Road Accident,"Apacible St., corner San Marcelino",Motorcycle vs Motorcycle,Refused to transport,,,,,0,
"March 4, 2023",March 2023,Emergency Medical Response (EMR),2:26:00 am,Vehicular / Road Accident,"Infront of Baluarte Bar and Restaurant, Lopez St.",Motorcycle vs Truck,Tondo Medical Hospital,"14°37'22.78""N","120°58'13.66""E",14.622994,120.970461,0,
"March 4, 2023",March 2023,Emergency Medical Response (EMR),7:16:00 pm,Vehicular / Road Accident,Mayhaligue St. corner Abad Santos,Motorcycle vs Motorcycle,Gat. Andres Bonifacio Hospital,"14°36'36.87""N","120°58'33.17""E",14.610242,120.975881,4,
"March 4, 2023",March 2023,Emergency Medical Response (EMR),7:40:00 pm,Vehicular / Road Accident,Mayhaligue St. corner Abad Santos,Motorcycle vs Motorcycle,Gat. Andres Bonifacio Hospital,,,,,0,
"March 4, 2023",March 2023,Emergency Medical Response (EMR),10:06:00 am,Vehicular / Road Accident,Taft Ayala Infront National Museum,Motorcycle (Loss of Control),Ospital ng Maynila (OSMA),"14°35'8.65""N","120°58'50.79""E",14.585736,120.980775,0,
"March 5, 2023",March 2023,Emergency Medical Response (EMR),1:45:00 am,Vehicular / Road Accident,Lawton Ermita Infront of Park & Ride,Motorcycle (Loss of Control),Ospital ng Maynila (OSMA),"14°35'36.49""N","120°58'48.20""E",14.593747,120.980056,0,
"March 6, 2023",March 2023,Emergency Medical Response (EMR),7:40:00 am,Vehicular / Road Accident,Jose Abad Santos Cor. Corregidor St. Tondo Manila,Motorcycle vs Motorcycle,Refused to transport,"14°37'44.40""N","120°58'45.94""E",14.629,120.979428,1,
"March 6, 2023",March 2023,Emergency Medical Response (EMR),7:40:00 am,Vehicular / Road Accident,Jose Abad Santos Corner Corregidor St.Tondo Manila,Motorcycle vs Motorcycle,Refused to transport,"14°37'44.40""N","120°58'45.94""E",14.629,120.979428,1,
"March 6, 2023",March 2023,Emergency Medical Response (EMR),7:40:00 am,Vehicular / Road Accident,Jose Abad Santos Cor. Corregidor St. Tondo Manila,Motorcycle vs Motorcycle,Refused to transport,,,,,0,
"March 6, 2023",March 2023,Emergency Medical Response (EMR),11:22:00 pm,Vehicular / Road Accident,Quintos St. Corner Loyola,Motorcycle vs Sedan,Philippine Orthopedic Center (P.O.C.),"14°36'44.40""N","120°59'52.92""E",14.612333,120.998033,0,
"March 7, 2023",March 2023,Emergency Medical Response (EMR),8:55:00 am,Vehicular / Road Accident,Sto. Cristo Cor. Recto,Bicycle (Loss of Control),Gat. Andres Bonifacio Hospital,"14°36'13.45""N","120°58'6.03""E",14.603736,120.968342,0,
"March 7, 2023",March 2023,Emergency Medical Response (EMR),11:21:00 am,Vehicular / Road Accident,Finance Rd. Cor Taft,Bicycle (Loss of Control),Ospital ng Maynila (OSMA),"14°35'10.33""N","120°58'57.57""E",14.586203,120.982658,2,
"March 7, 2023",March 2023,Emergency Medical Response (EMR),3:59:00 pm,Vehicular / Road Accident,V Mapa Old Santa Mesa,Motorcycle vs Motorcycle,Philippine Orthopedic Center (P.O.C.),"14°36'0.41""N","121° 1'0.69""E",14.600114,121.016858,3,
"March 9, 2023",March 2023,Emergency Medical Response (EMR),2:15:00 am,Vehicular / Road Accident,Lagusnilad,Others,Refused to transport,"14°35'20.92""N","120°58'51.40""E",14.589144,120.980944,0,
"March 9, 2023",March 2023,Emergency Medical Response (EMR),3:56:00 am,Vehicular / Road Accident,"Roxas Blvd, South bound in front of BSP",Motorcycle vs SUV,Ospital ng Maynila (OSMA),"14°33'36.42""N","120°59'12.91""E",14.560117,120.986919,0,
"March 10, 2023",March 2023,Emergency Medical Response (EMR),4:13:00 pm,Vehicular / Road Accident,Quirino Ave corner Leviriza,Others,Ospital ng Maynila (OSMA),"14°34'3.81""N","120°59'22.43""E",14.567725,120.989564,3,
"March 10, 2023",March 2023,Emergency Medical Response (EMR),11:43:00 pm,Vehicular / Road Accident,M. Delafuente Cor Dapitan Sampaloc,Motorcycle vs PUV,UST Hospital,"14°36'52.26""N","120°59'29.16""E",14.614517,120.991433,0,
"March 11, 2023",March 2023,Emergency Medical Response (EMR),1:20:00 am,Vehicular / Road Accident,Roxas Blvd cor Katigbak Road,Motorcycle (Loss of Control),Gat. Andres Bonifacio Hospital,"14°34'58.29""N","120°58'32.25""E",14.582858,120.975625,4,
"March 11, 2023",March 2023,Emergency Medical Response (EMR),12:49:00 am,Vehicular / Road Accident,Leveriza going to pure gold,Motorcycle (Loss of Control),Ospital ng Maynila (OSMA),"14°34'11.14""N","120°59'19.10""E",14.569761,120.988639,2,
"March 11, 2023",March 2023,Emergency Medical Response (EMR),1:22:00 am,Vehicular / Road Accident,Roxas Blvd cor Katigbak Road,Motorcycle (Loss of Control),Gat. Andres Bonifacio Hospital,"14°34'58.29""N","120°58'32.25""E",14.582858,120.975625,4,
"March 11, 2023",March 2023,Emergency Medical Response (EMR),7:16:00 am,Vehicular / Road Accident,Bustillos corner San Anton sampaloc manila,SUV vs Pedestrian,Philippine Orthopedic Center (P.O.C.),"14°36'14.45""N","120°59'35.38""E",14.604014,120.993161,1,
"March 11, 2023",March 2023,Emergency Medical Response (EMR),9:49:00 am,Vehicular / Road Accident,Mabini Bridge Quirino Ave. cor Guazon Ave,Motorcycle vs Pedestrian,Others,"14°35'36.80""N","121° 0'5.31""E",14.593556,121.001475,0,
"March 12, 2023",March 2023,Emergency Medical Response (EMR),1:31:00 am,Vehicular / Road Accident,Ramon Magsaysay Blvd,Motorcycle vs Pedestrian,Refused to transport,"14°36'7.73""N","121° 0'33.35""E",14.602147,121.009264,0,
"March 12, 2023",March 2023,Emergency Medical Response (EMR),6:56:00 am,Vehicular / Road Accident,Roxas Blvd. infront of Dolomite Beach,Others,Others,"14°34'30.51""N","120°58'47.56""E",14.575142,120.979878,0,
"March 12, 2023",March 2023,Emergency Medical Response (EMR),9:37:00 am,Vehicular / Road Accident,loyola st. Corner p. Noval sampaloc manila,SUV vs Tricycle,Refused to transport,"14°36'19.82""N","120°59'26.04""E",14.605506,120.990567,1,
"March 12, 2023",March 2023,Emergency Medical Response (EMR),10:41:00 am,Vehicular / Road Accident,along road 10 corner Capulong northbound,Others,Gat. Andres Bonifacio Hospital,"14°37'13.21""N","120°57'35.11""E",14.620336,120.959753,1,
"March 12, 2023",March 2023,Emergency Medical Response (EMR),8:35:00 pm,Vehicular / Road Accident,Sagrada Familia cor. Esmeralda,Motorcycle vs Motorcycle,Sta. Ana Hospital," 14°34'8.21""N","121° 0'12.83""E",14.568947,121.003564,0,
"March 13, 2023",March 2023,Emergency Medical Response (EMR),9:42:00 am,Vehicular / Road Accident,Abad Santos cor. Mayhaligue,Motorcycle vs Motorcycle,Gat. Andres Bonifacio Hospital,"14°36'36.94""N","120°58'33.13""E",14.610261,120.975869,3,
"March 13, 2023",March 2023,Emergency Medical Response (EMR),10:17:00 am,Vehicular / Road Accident,Mehan Garden,Others,Refused to transport,"14°35'32.32""N","120°58'49.09""E",14.592311,120.980303,0,
"March 14, 2023",March 2023,Emergency Medical Response (EMR),6:55:00 am,Vehicular / Road Accident,Quezon Blvd. Underpass northbound,Others,Chinese General Hospital,"14°36'11.46""N","120°59'6.72""E",14.603183,120.9852,0,
"March 15, 2023",March 2023,Emergency Medical Response (EMR),8:28:00 am,Vehicular / Road Accident,Road 10 cor Moriones,Motorcycle (Loss of Control),Chinese General Hospital,"14°36'33.74""N","120°57'39.64""E",14.609372,120.961011,5,
"March 15, 2023",March 2023,Emergency Medical Response (EMR),8:28:00 am,Vehicular / Road Accident,Road 10 cor Moriones,Motorcycle (Loss of Control),Chinese General Hospital,,,,,0,
"March 15, 2023",March 2023,Emergency Medical Response (EMR),10:49:00 pm,Vehicular / Road Accident,Capulong Tondo,Motorcycle (Loss of Control),Gat. Andres Bonifacio Hospital,"14°37'13.40""N","120°57'54.05""E",14.620389,120.965014,0,
"March 16, 2023",March 2023,Emergency Medical Response (EMR),1:17:00 pm,Vehicular / Road Accident,Roxas Blvd cor P. Ocampo ,Truck vs Pedestrian Struck,Ospital ng Maynila (OSMA),"14°33'34.00""N","120°59'13.33""E",14.559444,120.987036,3,
"March 16, 2023",March 2023,Emergency Medical Response (EMR),1:29:00 pm,Vehicular / Road Accident,quirino extension near manuel roxas h.school,Truck vs Pedestrian Struck,Ospital ng Maynila (OSMA),"14°34'54.60""N","120°59'54.04""E",14.581833,120.998344,4,
"March 16, 2023",March 2023,Emergency Medical Response (EMR),1:43:00 pm,Vehicular / Road Accident,Roxas blvd cor P.Ocampo,Motorcycle vs PUV,Ospital ng Maynila (OSMA),"14°33'34.08""N","120°59'13.35""E",14.559467,120.987042,3,
"March 16, 2023",March 2023,Emergency Medical Response (EMR),3:38:00 pm,Vehicular / Road Accident,Vicente Cruz ,Motorcycle (Loss of Control),Jose Reyes Hospital,"14°36'38.22""N","120°59'46.13""E",14.610617,120.996147,4,
"March 17, 2023",March 2023,Emergency Medical Response (EMR),4:19:00 am,Vehicular / Road Accident,lakandula st  along road 10,Motorcycle vs Ebike/Bike,Gat. Andres Bonifacio Hospital,"14°36'16.89""N","120°57'41.53""E",14.604692,120.961536,0,
"March 18, 2023",March 2023,Emergency Medical Response (EMR),1:20:00 am,Vehicular / Road Accident,Nakpil cor Pedro Gil,Motorcycle vs Taxi,Ospital ng Maynila (OSMA),"14°34'23.72""N","120°59'19.02""E",14.573256,120.988617,0,
"March 18, 2023",March 2023,Emergency Medical Response (EMR),11:13:00 am,Vehicular / Road Accident,Felix Hiertas corner Lorenzo st.,E-Bike (Loss of Control),Chinese General Hospital,"14°36'53.82""N","120°59'4.54""E",14.61495,120.984594,0,
"March 18, 2023",March 2023,Emergency Medical Response (EMR),2:27:00 pm,Vehicular / Road Accident,along juan luna st. near Isabelo Elem. School,Motorcycle (Loss of Control),Gat. Andres Bonifacio Hospital,"14°36'31.09""N","120°58'8.94""E",14.608636,120.96915,0,
"March 18, 2023",March 2023,Emergency Medical Response (EMR),2:27:00 pm,Vehicular / Road Accident,along juan luna st. near Isabelo Elem. School,Motorcycle (Loss of Control),Gat. Andres Bonifacio Hospital,,,,,0,
"March 18, 2023",March 2023,Emergency Medical Response (EMR),5:53:00 pm,Vehicular / Road Accident,Osmeña Hi-way north bound cor P. Ocampo St,Motorcycle vs SUV,Ospital ng Maynila (OSMA),"14°33'45.47""N","120°59'42.52""E",14.562631,120.995144,3,
"March 20, 2023",March 2023,Emergency Medical Response (EMR),2:21:00 am,Vehicular / Road Accident,infront of aristocrat roxas blvd. South bound,Motorcycle (Loss of Control),Ospital ng Maynila (OSMA),"14°34'5.34""N","120°59'0.41""E",14.56815,120.983447,0,
"March 22, 2023",March 2023,Emergency Medical Response (EMR),7:20:00 am,Vehicular / Road Accident,Quirino Extension,Motorcycle (Loss of Control),Others,"14°35'0.02""N","120°59'47.37""E",14.583339,120.996492,0,
"March 22, 2023",March 2023,Emergency Medical Response (EMR),12:45:00 pm,Vehicular / Road Accident,P. Burgos Lawton Southbound,E-Bike (Loss of Control),Philippine Orthopedic Center (P.O.C.),"14°35'31.93""N","120°58'47.68""E",14.592203,120.979911,0,
"March 22, 2023",March 2023,Emergency Medical Response (EMR),8:52:00 am,Vehicular / Road Accident,"Quirino Ave. Ext. Paco, Manila",Motorcycle (Loss of Control),Philippine Orthopedic Center (P.O.C.),"14°34'58.91""N","120°59'48.06""E",14.583031,120.996683,0,
"March 22, 2023",March 2023,Emergency Medical Response (EMR),2:29:00 pm,Vehicular / Road Accident, P. Burgos Ave Southbound near Hidden Garden,E-Bike (Loss of Control),Philippine Orthopedic Center (P.O.C.),"14°35'38.81""N","120°58'45.27""E",14.594114,120.979242,0,
"March 23, 2023",March 2023,Emergency Medical Response (EMR),7:25:00 am,Vehicular / Road Accident,Mc Arthur Bridge,Motorcycle (Loss of Control),Manila Medical Center,"14°35'48.09""N","120°58'49.42""E",14.596692,120.980394,0,
"March 23, 2023",March 2023,Emergency Medical Response (EMR),7:25:00 am,Vehicular / Road Accident,Mc Arthur Bridge,Motorcycle (Loss of Control),Manila Medical Center,,,,,0,
"March 23, 2023",March 2023,Emergency Medical Response (EMR),8:51:00 am,Vehicular / Road Accident,Hermosa Cor. Abad Santos ,PUJ (Loss of Control),Philippine Orthopedic Center (P.O.C.),"14°37'55.03""N","120°58'49.48""E",14.631953,120.980411,2,
"March 23, 2023",March 2023,Emergency Medical Response (EMR),3:42:00 pm,Vehicular / Road Accident,Mehan Garden ,Motorcycle (Loss of Control),Refused to transport,"14°35'31.96""N","120°58'48.87""E",14.592211,120.980242,0,
"March 23, 2023",March 2023,Emergency Medical Response (EMR),7:34:00 am,Vehicular / Road Accident,Mc Arthur Bridge ,Motorcycle (Loss of Control),Manila Medical Center,"14°35'48.49""N","120°58'49.73""E",14.596803,120.980481,0,
"March 23, 2023",March 2023,Emergency Medical Response (EMR),9:15:00 am,Vehicular / Road Accident,Hermosa Abad Santos ,Others,Philippine Orthopedic Center (P.O.C.),"14°37'52.78""N","120°58'49.35""E",14.631328,120.980375,0,
"March 23, 2023",March 2023,Emergency Medical Response (EMR),3:42:00 pm,Vehicular / Road Accident,infront of Mehan Garden ,Motorcycle (Loss of Control),Refused to transport," 14°35'31.99""N","120°58'49.12""E",14.592219,120.980311,0,
"March 24, 2023",March 2023,Emergency Medical Response (EMR),2:44:00 pm,Vehicular / Road Accident,Mehan Garden Southbound,Motorcycle vs Tricycle,Philippine Orthopedic Center (P.O.C.)," 14°35'32.19""N","120°58'47.68""E",14.592275,120.979911,0,
"March 24, 2023",March 2023,Emergency Medical Response (EMR),9:27:00 am,Vehicular / Road Accident,Manila Hotel ,Others,Maniila Doctor's Hospital,"14°34'58.46""N","120°58'31.22""E",14.582906,120.975339,4,
"March 24, 2023",March 2023,Emergency Medical Response (EMR),2:30:00 pm,Vehicular / Road Accident,Infront of Mehan Garden,Motorcycle vs Tricycle,Philippine Orthopedic Center (P.O.C.)," 14°35'32.12""N","120°58'47.79""E",14.592256,120.979942,0,
"March 25, 2023",March 2023,Emergency Medical Response (EMR),8:02:00 am,Vehicular / Road Accident,Tayuman Cor. Oroqueta St.,SUV vs Pedestrian,Jose Reyes Hospital,"14°37'1.03""N","120°59'1.59""E",14.616953,120.983775,5,
"March 25, 2023",March 2023,Emergency Medical Response (EMR),9:04:00 am,Vehicular / Road Accident,Quezon Bridge,Pedestrian vs Bicycle,Jose Reyes Hospital,"14°36'7.48""N","120°59'5.59""E",14.602078,120.984886,0,
"March 25, 2023",March 2023,Emergency Medical Response (EMR),8:18:00 pm,Vehicular / Road Accident,Quapo Bridge,Motorcycle vs Pedestrian,Gat. Andres Bonifacio Hospital,"14°36'7.48""N","120°59'5.59""E",14.602078,120.984886,0,
"March 26, 2023",March 2023,Emergency Medical Response (EMR),7:55:00 am,Vehicular / Road Accident,Infront of US Embassy ,Motorcycle (Loss of Control),Refused to transport,"14°34'38.87""N","120°58'43.40""E",14.577464,120.978722,0,
"March 26, 2023",March 2023,Emergency Medical Response (EMR),9:39:00 am,Vehicular / Road Accident,Barangay 294 Zone 75,Motorcycle vs SUV,Maniila Doctor's Hospital,"14°36'15.77""N","120°58'38.30""E",14.604381,120.977306,0,
